Provider_Id,ProviderName,DBAName
55062,Complete Residential & Commercial Contracting Inc.,KGI Communications
55064,"RCN Telecom Services of Massachusetts, LLC",RCN
55065,"RCN Telecom Services of Illinois, LLC",RCN
55066,Pine Belt Telephone Co. Inc.,Pine Belt Telephone
55067,Panhandle Telephone Cooperative Inc,Panhandle Telephone Cooperative
55068,"Citizens Telephone Company, Inc.",Citizens Telephone Company
55069,RCN Telecom Services (Lehigh) LLC,RCN
55070,Central Iowa Broadband,Central Iowa Broadband
55071,Southeastern Indiana Rural Telephone Coop Inc,Southeastern Indiana Rural Telephone Coop Inc
55073,Albany Mutual Telephone Association,Albany Mutual Telephone Association
55074,LENOX MUNICIPAL UTILITIES,Lenox Municipal Communications Utility
55075,SEI Data Inc.,SEI Data
55076,"F&B Communications, Inc.",F&B Communications Inc.
55077,DM-Tech Internet,DM-Tech
55078,"F&B Communications, Inc.",F&B Communications Inc.
55079,Massena Telephone Company,Massena Telephone Company
55080,"RCN Telecom Services of Philadelphia, LLC",RCN
55081,Mechcom Dot Net,MechcomDotNet
55082,"Starpower Communications, LLC",RCN
55084,"Grande Communications Networks, LLC",RCN
55085,"Viola Communications, Inc.",Viola Communications Inc.
55088,"West Carolina Rural Telephone Cooperative, Inc.","West Carolina Rural Telephone Cooperative, Inc."
55089,"Hargray of Georgia, Inc.",Bluffton Tel. Co. Inc.
55089,"Hargray of Georgia, Inc.",Hargray Tel. Co. Inc.
55089,"Hargray of Georgia, Inc.",Hargray of  Alabama
55089,"Hargray of Georgia, Inc.","Hargray of Georgia, Inc."
55089,"Hargray of Georgia, Inc.","Hargray, Inc."
55090,"West Carolina Communications, LLC",West Carolina Communications
55091,Lone Rock Cooperative Telephone Company,Lone Rock Cooperative Telephone Company
55093,McNabb Telephone Company,MCNABB TELEPHONE COMPANY
55094,Panhandle Telecommunication Systems Inc,PTCI
55096,"Impulse Internet Services, llc",Impulse
55097,Ponderosa Cablevision,Ponderosa Edge
55102,"Perry-Spencer Communications, Inc.",PERRY SPENCER COMMUNICATIONS INC
55102,"Perry-Spencer Communications, Inc.",Perry-Spencer Communications Inc
55108,Colo Telephone Company,Colo Telephone Company
55110,Viola Home Telephone Co.,Viola Home Telephone Company
55111,"Minerva Valley Telephone Co., Inc.",Minerva Valley
55112,Viola Home Telephone Co.,Viola Home Telephone Company
55113,City Utilities of Springfield,City Utilities of Springfield
55114,Le-Ru Telephone Co.,Le-Ru
55115,Panora Communications Cooperative,Panora Communications Cooperative
55116,Ellington Telephone Company,Ellington Telephone Company
55117,"Panora Cooperative Cablevision Association, Inc.",Panora Cooperative Cablevision Association
55119,"ImOn Communications, LLC",ImOn Communications LLC
55121,"Port Networks, Inc.",Port Networks
55122,Etex Telephone Coop.,Etex Telephone
55123,Oran Mutual Telephone Company,Oran Mutual Telephone Company
55125,"Forsyth Cablenet, LLC","Forsyth Cablenet, LLC"
55127,"CellTex Networks, LLC",Celltex Networks
55128,"TRAVELLER MULTIMEDIA NETWORK, LLC.",TRAVELLER MULTIMEDIA NETWORK LLC.
55130,skyline Telecom,CentraCom
55132,Paragould Light & Water Commission,Paragould Light & Water Commission
55133,"Panora Telecommunications, Inc.",Panora Telecommunications
55136,OGDEN TELEPHONE COMPANY,Ogden Telephone
55137,Woolstock Mutual Telephone Association,Woolstock Mutual Telephone Association
55139,Lennon Telephone Company,Lennon
55141,WNM Communications Corporation,WNMCLEC
55142,Modern Cooperative Telephone Company Inc.,Modern Cooperative Telephone Company
55143,Bay Country Communications,Bay Country Communications Inc
55145,Preston Telephone Company,Preston Telephone Company
55147,"KC Web, Inc.",KC Web
55148,"WESTERN NEW MEXICO TELEPHONE COMPANY, INC.",WNMCILEC
55149,Blountsville Telephone LLC,Otelco
55151,"Etex Communications, LLC",ETEX Communications
55151,"Etex Communications, LLC",Etex LTE
55154,Moapa Valley Telephone Co.,Moapa Valley Telephone
55156,Lehigh Valley Cooperative Telephone Association,Lehigh Valley Cooperative Telephone Association
55158,"Critical Hub Networks, Inc.",OpticoFiber
55159,"Bluebird Wireless Broadband Services, LLC",Bluebird Broadband Services
55160,Tonica Telephone Company,"TONICA TELEPHONE COMPANY, INC."
55162,"Toncom, Inc.","TONICA TELEPHONE COMPANY, INC."
55163,Gridley Telephone Co.,Gridley Telephone Co.
55165,"KENNEBEC TELEPHONE COMPANY, INC","Kennebec Telephone Co., Inc."
55167,"Peoples Telecommunications, LLC","Peoples Telecommunications, LLC"
55168,REACH4 Communications,REACH4 Communications
55170,"Guthrie Telecommunications Network, Inc.",Guthrie Telecommunications Network
55173,Brindlee Mountain Telephone LLC,Otelco
55174,South Canaan Telephone Company,South Canaan Telephone Company
55177,Granby Telephone LLC,Otelco
55178,Georgetown Telephone Company Inc.,"Georgetown Telephone Company, Inc."
55179,Craw Kan Telephone Cooperative Inc,Craw_Kan Telecommunications
55181,PIONEER TELEPHONE ASSOCIATION INC,"Pioneer Telephone Association, Inc."
55182,"New Windsor Cable TV, Inc.",New Windsor Cable TV
55183,New Windsor Telephone Company,New Windsor Telephone Company
55195,"Newport Telephone Company, Inc.",Newport Telephone
55217,Tri-County Electric Cooperative dba HomeWorks Connect,Tri-County Electric Cooperative dba HomeWorks Connect
55222,Geetingsville Telephone,GeetingsvilleTelephone
55228,Elytron Communications,Elytron Communications
55229,"Raw Bandwidth Telecom, Inc.",Raw Bandwidth Communications
55230,WAVELINC WIRELESS,Wavelinc
55238,"Forked Deer Connect, LLC","Forked Deer Connect, LLC"
55239,Southwest Texas Telephone Company,Southwest Texas Telephone Company
55242,"Fibervision, LLC",USA Communications
55243,THE CONNEAUT TELEPHONE COMPANY,"GREATWAVE BROADBAND SERVICES, LLC"
55245,"Oso Internet Solutions, LLC",Oso Internet Sollutions LLC
55250,Hopper Telecommunications LLC,Otelco
55251,"Nebraska Technology & Telecommunications, Inc.","Nebraska Technology and Telecommunications, Inc."
55252,RUNESTONE TELEPHONE ASSOCIATION,Runestone Telecom
55252,RUNESTONE TELEPHONE ASSOCIATION,Runestone Telecom Association
55254,Otelco Telephone LLC,Otelco
55255,ELECTRONET BROADBAND,Electronet Broadband Communications
55256,Otelco Mid-Missouri LLC,Otelco
55258,Dickey Rural Telephone Cooperative,Dickey Rural Telephone Cooperative
55259,iLOKA Inc. dba NewCloud Networks,NewCloudNetworks
55262,"VSAT Systems, LLC",Skycasters
55263,"TelNet Worldwide, Inc.","Telnet Worldwide, Inc."
55265,Cable America Missouri LLC,CableAmerica
55266,United Telephone Assn Inc,United Telephone Association
55267,War Telephone LLC,Otelco
55268,Benton Ridge Telephone Co,Benton Ridge Telephone
55270,Saco River Telephone LLC,Otelco
55271,"United Wireless Communications, Inc.",United Wireless Communications
55272,Carr Telephone Company,Carr Telephone Company
55278,"Burke's Garden Telephone Co., Inc.",BG Telco
55280,"CAP Cable, L.L.C.",USA Communications
55283,Georgia Highspeed Country Internet,"GA Highspeed Country Internet, LLC"
55285,"BDA Wireless, LLC",BDA Wireless
55285,"BDA Wireless, LLC",BDA Wireless LLC
55287,Grand River Mutual Telephone Corp,"GEM Networks, LLC"
55287,Grand River Mutual Telephone Corp,GRM Networks
55287,Grand River Mutual Telephone Corp,GRM Networks Inc
55287,Grand River Mutual Telephone Corp,"GRM Networks, Inc"
55287,Grand River Mutual Telephone Corp,"GRM Networks, LLC"
55287,Grand River Mutual Telephone Corp,GRM Networks. Inc
55287,Grand River Mutual Telephone Corp,GRM Networks. LLC
55287,Grand River Mutual Telephone Corp,LTC Networks Inc
55287,Grand River Mutual Telephone Corp,SCC Networks Inc
55288,Stelle Telephone Company,Stelle Telephone Company
55289,"Perry-Spencer Rural Telephone Cooperative, Inc.","Perry-Spencer Rural Telephone Cooperative, Inc."
55291,Benkelman Telephone Company Inc,BW TELCOM
55293,TC LLC,Tyson Communications
55294,"Bretton Woods Tel.Co., Inc.",Bretton Woods Telephone Company
55295,"Network Professionals, Inc.",NetworkProfessionalsInc
55296,"The Summit Telephone and Telegraph Company of Alaska, Inc.",Summit Telephone & Tel
55297,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company
55298,Metamora Telephone Company,Metamora Telephone Company
55299,Marseilles Telephone Company,Marseilles Telephone Company
55300,Roome Telecommunications Inc,Roome Telecommunications Inc
55303,"MTCO Communications, Inc.",MTCO Communications Inc
55304,Wauneta Telephone Company,BW TELCOM
55305,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company
55306,Farmers Mutual Telephone Company,Farmers Mutual Telephone Company (OmniTel)
55307,"Hartman Telephone Exchanges, Inc.",BW TELCOM
55308,Riviera Telephone Company Inc,Gulf Coast Broadband
55308,Riviera Telephone Company Inc,Riviera Telephone Co.
55310,West River Telecommunications Cooperative,West River Telecommunications Cooperative
55311,Farmers Telephone Company,Farmers Telphone Company (OmniTel)
55313,Noize Communications,Noize Communications LLC
55314,"Madison Communications, Inc.",Madison Communications
55317,Titonka-Burt Communications,Titonka-Burt Communications
55320,WiValley Inc,"WiValley, Inc."
55321,"Ayera Technologies, Inc.",Ayera Technologies Inc
55323,"OmniTel Communications, Inc",OmniTel Communications
55324,"Race Telecommunications, Inc.",Race Communications
55325,"Digital Agent, LLC",DigitalAgent
55327,New Horizon Communications Group Inc,NewHorizonsCommunicationsGroup
55332,Clara City Telephone Company,Clara City Telephone
55334,Madison Telephone Company,Madison Telephone Company
55340,"Decatur Telephone Company, Inc.","Decatur Telephone Company, Inc."
55341,"Ligonier Telephone Co., Inc.",Ligonier Telephone Company
55342,"Florida Phone Systems, Inc.",FloridaPhoneSystems
55344,LIGTEL COMMUNICATIONS INC.,Ligtel Communications
55345,Lakeside Telephone Company,Lakeside Telephone Company
55347,BeaDun Communications,Beasleywireless
55348,Hershey Cooperative Telephone Company,Hershey Cooperative Telephone Company
55349,"Sledge Telephone Company, Inc.","Sledge Telephone Company, Inc."
55350,Wilkes Telephone & Electric Co.,Relyant Communications
55354,UNITED TELEPHONE MUTUAL AID CORPORATION,United Communications
55356,"Northeast Louisiana Telephone Co., Inc.",NortheastTel
55357,"Comspan Communications f/k/aWantel, Inc.",ComspanCommunications
55358,"ECSIS.NET, LLC DBA Electronic Communication Systems",ECSIS.NET
55358,"ECSIS.NET, LLC DBA Electronic Communication Systems","ECSIS.NET, LLC"
55359,"Ayacht Technology Solutions, LLC",Ayacht Technology Solutions
55361,The Peoples PC,Resonance Broadband
55362,Erwin Utilities,ErwinFiber
55363,Richmond Power and light,Richmond Power and light
55364,Pine Drive Telephone Company,PineDriveTelephone
55366,Stealth Communications,Stealth Communications
55371,"Callabyte Technology, LLC","Callabyte Technology, LLC"
55384,Sacred Heart Telephone Company,Sacred Heart
55384,Sacred Heart Telephone Company,Sacred Heart Telephone
55385,Win Win Wireless,"Win Win Wireless, LLC"
55386,Starbuck Telephone Company,Starbuck Telephone
55387,Bolt Internet,Bolt Internet
55389,"Kalida Telephone Co., Inc.","Kalida Telephone Company, Inc."
55390,Consolidated Broadband Systems LLC,Nature Coast Networks
55391,Zumbrota Telephone Company,Zumbrota Telephone
55392,"Agate Mutual Telephone Cooperative Association, Inc.",Agate Mutual
55393,Randolph Telephone Membership Corp,Randolph Telephone Membership Corporation
55394,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation
55395,Arnold Greif,FractalVision
55396,bloosurf,bloosurf
55397,St. Maries Gazette Record INTERNET,St. Maries Gazette Record
55400,Skamokawa Internet Services,Skamokawa Internet Services
55405,ECPI,Western Broadband
55408,"Skyweb Networks, INC",Skyweb Networks Inc
55411,Fort Pierce Utilities Authority,FPUAnet
55413,McClure Communications Corporation dba M2X Communications,M2X Communications
55416,"Manti Tele Communication Company , Inc",Manti Tele Communications Company
55417,"Public Utility District #2 of Grant County, WA","Public Utility District #2 of Grant County, WA"
55418,Delta Communications,Clearwave Communications
55419,New Hope Telephone Cooperative,New Hope Telephone Cooperative
55421,"Fulair,LLC",FulAir Wireless
55423,Oregon-Idaho Utilities Inc,HUMBOLDT TELEPHONE COMPANY
55423,Oregon-Idaho Utilities Inc,OREGON-IDAHO UTILITIES
55426,Citizens Telecom Solutions LLC,CLEC1
55426,Citizens Telecom Solutions LLC,CLEC2
55426,Citizens Telecom Solutions LLC,CLEC3
55426,Citizens Telecom Solutions LLC,CLEC4
55426,Citizens Telecom Solutions LLC,CLEC5
55426,Citizens Telecom Solutions LLC,CLEC6
55426,Citizens Telecom Solutions LLC,CLEC7
55426,Citizens Telecom Solutions LLC,CLEC8
55426,Citizens Telecom Solutions LLC,ILEC1
55427,Bledsoe Telephone Cooperative Inc,Bledsoe Telephone Cooperative
55427,Bledsoe Telephone Cooperative Inc,Bledsoe Telephone Cooperatve
55430,"THE MCCLURE TELEPHONE COMPANY, INC. dba M2X Communications",M2X Communications
55431,"Cityless Internet Services, LLC","Cityless Internet Services, LLC"
55432,City of Wadsworth,CityLink
55433,Northwest Open Access Network,NoaNet
55435,Mobilcomm Inc.,"Mobilcomm, Inc dba Heavenwire.net"
55436,Vector Data Systems LLC,Vector Data Systems LLC
55438,"Northern Network Concepts, Inc.",Fallsnet
55439,"Atwood Cable Systems, Inc.",Atwood Cable Systems Inc
55444,Roggen Enterprises Broadband LLC,ROGGEN TELEPHONE
55449,Simon Bojkovsky,Pacific Lightwave Inc
55454,Mille Lacs Electric Cooperative,Mille Lacs Energy Cooperative
55455,"Fort Randall Cable Systems, Inc",Fort Randall Telephone Company
55456,Rural Broadband Cooperative,Rural Broadband Cooperative
55457,Fort Randall Telephone company,Fort Randall Telephone Company
55458,Redbird Internet Services,Redbird Internet Services
55462,"1stPoint Communications, LLC",1stPoint
55465,Zirkel Wireless,ZIRKEL Wireless
55466,McClure Park LLC dba McClure Services,McClure Service
55468,"Splash Wireless Internet, LLC","Splash Wireless Internet, LLC"
55471,"United Communications, Inc.",UCI
55474,NineStar Connect,NineStar Connect
55475,"Independents Fiber Network, LLC",Independents Fiber Network
55476,Citizens Telephone Company of Kecksburg,ILEC1
55481,COLLINS COMMUNICATIONS INC.,Collins Communications
55483,Tierzero,Tierzero
55484,N. W. Communications,NW
55485,Mahaska Communication Group,Mahaska Communication Group LLC
55486,"Service Electric Cable Television of New Jersey, Inc.",Service Electric Broadband Cable
55488,Brazoria Telephone Company,Btel
55489,VS Enterprises LTD,"VS Enterprises, LTD"
55491,Mountain Rural Telephone Cooperative Corporation,Mountain Rural Telephone Coop
55492,"Turtle Mountain Communications, Inc.",Turtle Mountain Communications
55493,"Cap Rock Telephone Cooperative, Inc",Cap Rock Telephone Cooperative
55495,Willard Telephone Company,Willard Telephone CO
55497,City of Windom Cable Commuications,City of Windom
55499,Mobius Communications Company,Mobius Communications Company
55499,Mobius Communications Company,MobiusCommunicationsCompany
55499,Mobius Communications Company,MobiusCommunicatonsCompany
55500,City of North Kansas City,LINKCITY
55501,"Proximiti Technologies, Inc.",Proximiti Communications Inc
55503,Smith Internet Solutions,Smith Internet Solutions
55504,"Lakeway Publishers, Inc., d/b/a LogOn Computer Services",LogOn Computer Services
55505,"Coon Valley Co-op Telephone Association, Inc.",Coon Valley Cooperative Telephone Association
55507,Madison Telephone Company,"Madison Telephone, LLC"
55508,Golden Rain Foundation,Golden Rain Foundation
55510,"Coon Valley Co-op Telephone Association, Inc.",Coon Valley Cooperative Telephone Association
55511,Northern Arkansas Telephone Company Inc,Northern Arkansas Telephone Company INC
55512,"Elkhart Telephone Co., Inc.",Epic Touch Co
55513,"Midwest Telecom of America, Inc.",MidwestTelecomofAmerica
55514,"EarthLink Business, LLC","EarthLink Business, LLC"
55515,"USFon, Inc.",Usfon Inc.
55516,Harmony Telephone Company,Harmony Telephone Company
55517,"Dalko, LLC","Dalko, LLC"
55518,Brooklyn Mutual Telecommunications Cooperative,Brooklyn Mutual Telecommunications Cooperative
55519,Ace Telephone Association,AcenTek
55520,Clear Lake Independent Telephone Company,Clear Lake Independent Telephone Company
55520,Clear Lake Independent Telephone Company,Ventura Telephone Company
55521,MiBroadband,Harmony Telephone Company
55522,"Nextera Wireless, LLC",Nextera Wireless LLC
55523,Ace Telephone Association,AcenTek
55525,"NETWORX Technologies, LLC",NetworxTechnologies
55526,"Hawaiian Telcom, Inc.",Hawaiian Telcom Inc
55528,Clear Lake Independent Telephone Company,Northland Communications Inc
55530,Vernon Telephone Cooperative,Vernon Communications Cooperative
55531,Vernon Communications LLC,Vernon Communications Cooperative
55532,Ace Telephone Company of Michigan Inc,Ace Telephone Company of Michigan
55534,"Mud Lake Telephone Cooperative Assn, Inc.","Mud Lake Telephone Cooperative Association, Inc."
55535,"Crescomm WIFI, LLC",CresComm WiFi LLC
55540,"Celito Communications, Inc.",Celito
55541,Norvado,Norvado
55543,Kingdom Telephone Company,Kingdom Telephone Company
55545,Blue Ridge Mountain Electric Membership Corporation,Blue Ridge Mountain EMC
55547,"Micrologic, Inc.",Micrologic
55548,"Nextera Communications, LLC",Nextera Communications
55553,Glenwood Telephone Company,GLENWOOD TELEPHONE COMPANY
55554,Kingdom Telephone Company,KTIS
55554,Kingdom Telephone Company,PHYNX
55556,"Airosurf Communications, Inc.",Airosurf Communications
55557,Ellsworth Cooperative Telephone Association,Ellsworth Cooperative Telephone Association
55558,KanOkla Telephone Association,"KanOkla Telephone Association, Inc."
55558,KanOkla Telephone Association,Shidler Fixed BB Deployment 6.30.19
55559,"Lincoln Telephone Company , Inc.",Lincoln Telephone Company Inc
55560,Venture Vision,Venture Vision
55561,"Union Springs Telephone Co.,Inc.",Union Springs Telephone Co
55563,Smithville Telephone Company Inc.,Smithville
55565,Roanoke Electric Membership Corp.,Roanoke Connect
55566,Veopoint,Veopoint Internet
55567,Paladin Wireless LLC,Paladin Wireless
55569,"Buckeye Cablevision, Inc.",Buckeye Cablesystem
55572,"UBTA-UBET Communications, Inc.",STRATA Networks
55573,BreezeAir Networks LLC,BreezeAir Networks LLC
55574,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast
55575,"Citynet Holdings, LLC",Citynet LLC
55578,Carnegie Telephone Company,CarnegieTelephone
55579,"Custer Telephone Cooperative, Inc.",CUSTER TELEPHONE COOPERATIVE
55581,"Blue Valley Tele-Communications, Inc.","Blue Valley Tele-Communications, Inc"
55583,"Midtel Cable TV, Inc.","Midtel Cable TV, Inc."
55589,"Bulloch County Rural Telephone Cooperative, Inc.","Bulloch County Rural Telephone Cooperative, Inc."
55591,LVWifi.com,LVWificom
55592,One Point Technologies Inc.,One Point Technologies Inc.
55592,One Point Technologies Inc.,"One Point Technologies, Inc"
55594,"Internet Colorado, LLC",ICConnex
55594,"Internet Colorado, LLC",Internet Colorado
55597,Independence Telecommunications Utility,Independence Telecommunications Utility
55598,Razer Wireless Inc.,Razer Wireless Inc.
55599,"Rainbow Telecommunications Association, Inc.","Rainbow Telecommunications Association, Inc."
55602,"EBTX Wireless, LLC",EBTX Wireless
55603,AlignTec Incorporated,AlignTec Incorporated
55604,Freund Enterprises Inc.,Access Ohio Valley Internet
55605,Touchet Valley Television Inc.,"Touchet Valley Television, Inc."
55606,InterBel Telephone Cooperative,Interbel CLEC
55609,"Tri-Co Technologies, LLC",CROSS LAKE COMMUNICATIONS
55613,Mid-Maine TelPlus LLC,Otelco
55615,Robert Fynbo,MVWIFI
55618,North-State Telephone Co.,North-State Telephone Co.
55621,SMR Communications,SMR COMMUNICATIONS
55622,Royal Telephone Company,Royal Telephone Company
55624,Hart Telephone Company,Hart Telephone Co.
55629,FiberComm L.C.,FiberComm
55629,FiberComm L.C.,Fibercomm LC
55630,Express WISP LLC,Express WISP LLC
55633,"Tri-Co Technologies, LLC",CROSSLAKE COMMUNICATIONS
55634,Lipan Telephone Company Inc,Lipan Telephone Company
55635,"Foothills Rural Telephone Coop. Corp., Inc.",Foothills Broadband
55637,BroadRiver Communication Corporation,BroadRiver Communication
55639,"Plains Cooperative Telephone Association, Inc.","Plains Cooperative Telephone Association, Inc."
55640,Johnson County Fiber Network,JCFIBER
55641,Plains Communication Services LLC,"Plains Communication Services, LLC"
55644,"Central Indiana Communications, Inc.",NineStar Communications
55645,"Texoma Communications, LLC",TekWav
55646,Atlas Telephone Company,Atlas Telephone Company
55648,Cellular Services LLC,Foothills Connect
55649,Total Highspeed LLC,Total Highspeed Internet Solutions
55651,Twin Lakes Telephone Cooperative Corporation,Twin Lakes
55652,"Napa Internet Services, Inc.",Napanet Internet Services
55653,WTC Communications,WTC Communications
55656,Farmers Mutual Cooperative Telephone Company,Appanoose County
55656,Farmers Mutual Cooperative Telephone Company,Davis County
55657,Office of the Chief Technology Officer,DCNet/OCTO
55658,Rainbow Communications LLC,Rainbow Communications LLC
55659,City of Glenwood Springs,Glenwood Springs Community Broadband Network
55661,TGM pinnacle network solutions inc,Pinnacle Network Solutions
55663,Freeway Networks LLC,Freeway Networks
55664,"Kentucky Wireless, LLC",Kentucky Wireless LLC
55666,The Peetz Cooperative Telephone Company,PTC COLO
55666,The Peetz Cooperative Telephone Company,PTC NE
55667,Hallettsville Communications,Hallettsville Communications
55672,AlwaysOn,Always On High Speed Internet
55673,Midstate Communications Inc.,Midstate Communications Inc
55674,Miles Wireless,Miles Wireless
55675,"CASCO Communications, Inc. dba PEAK Internet",PEAK Internet
55677,"SPITwSPOTS, Inc","SPITwSPOTS, Inc"
55679,Henderson Cooperative Telephone Company,Henderson Cooperative Telephone Company
55681,SML Wireless,SML Wireless
55682,Montana Opticom,MONTANAOPTICOMLLC
55683,"Wave Rural Connect, LLC","Wave Rural Connect, LLC"
55684,"Lockridge Networks, LLC",Lockridge Networks
55685,EagleZip.com LLC,EagleZip.com
55686,InfoBunker,Midstate Broadband
55693,VAL-ED Joint Venture LLP dba 702Communications,702 Communications
55697,Wellman Cooperative Telephone Association,Wellman Cooperative Telephone Association
55699,"Red River Rural Telephone Association, Inc.","Red River Rural Telephone Association, Inc."
55701,"Sherwood Mutual Telephone Association, Inc.",Sherwood Mutual Telephone Association Inc
55702,Wellman Cooperative Telephone Association,Wellman Cooperative Telephone Association
55703,"Peace Valley Telephone Co., Inc.","Peace Valley Telephone Co., Inc."
55706,Reservation Telephone Cooperative,Reservation Telephone Cooperative
55707,"Bluegrass Broadband, LLC",Bluegrass Broadband
55709,"NetFortris Acquisition Co., Inc.",NetFortris Acquisition Company
55710,Alta Municipal Utilities,Altatec
55712,Cambridge Telcom Services Inc.,Cambridge Telcom
55714,"Greenlight Networks, LLC",Greenlight Networks LLC
55716,"Sherwood Mutual Telephone Association, Inc.",Sherwood Mutual Telephone Association Inc
55720,"Comteck of Indiana, Inc.","Comteck of Indiana, Inc."
55721,Moundridge Telephone Co.,Moundridge Telephone Co.
55723,"DC Access, LLC","DC Access, LLC"
55729,Midstate Telephone Company,Midstate Telephone Company LLC
55731,Chibardun Telephone Cooperative,Chibardun
55732,Maquoketa Valley Rural Electric Cooperative d/b/a Maquoketa Valley Electric Cooperative,Maquoketa Valley Electric Cooperative
55733,"HOOD CANAL TELEPHONE CO., INC.",Hood Canal Communications
55736,Stealth Broadband,Stealth Broadband
55737,Rural Telephone Service Co dba Nex-Tech,Nex-Tech
55742,"TMN, Inc",Cirra Networks
55745,Extreme Broadband,Extreme Broadband
55748,HunTel CableVision,Huntel Cablevision
55749,DCTexas Internet,DCTexas Internet
55751,"AirFiber, Inc.",AirFiber
55752,"Blueriver Networking Services, Inc.",BlueriverNetworking
55754,ICON Technologies Inc.,ICON Technologies Inc
55755,"3 Rivers Telephone Cooperative, Inc. d/b/a 3 Rivers Communications","3 Rivers Telephone Cooperative, Inc."
55757,The Chillicothe Telephone Co,Horizon
55759,AFES Network Services LLC,AFES Network Services LLC
55762,InterBel Telephone Cooperative,Interbel ILEC
55766,Northern Nevada High Speed,Northern Nevada High Speed Internet
55767,Rural Broadband Network Services LLC,HighSpeedLink.net
55769,"Georgia Public Web, Inc.",Georgia Public Web
55771,"NuWave Technology, Inc.",Nuwave Technology
55776,TampaBay DSL Inc dba PBX-Change,PBX-Change
55777,Cherokee Telephone Company,Cherokee Telephone Company
55779,Kayenta Technologies,Kayenta Technologies
55781,PUBLIC WORKS COMMISSION,FAYETTEVILLE PUBLIC WORKS COMMISSION
55784,Alma Communications Company,Alma Telephone Co
55786,"Huntel, Inc.","Huntel, Inc."
55787,Levan Town,Levan Town
55789,"3 Rivers Telephone Cooperative, Inc. d/b/a 3 Rivers Communications","3 Rivers Telephone Cooperative, Inc."
55790,"Aero Communications, LLC",Aero Communications
55792,Hinton Telephone Company,Hinton Telephone Company
55795,Wireless Investments LLC,Easy Fiber
55795,Wireless Investments LLC,Easy Net
55796,Madison County Telephone Company,Madison County Telephone Company
55799,iGo Technology Inc,iGoTechnologyInc
55800,Harlan Municipal Utilities,Harlan Municipal Utilities
55801,Farmers Telephone of Batavia,Farmers Telephone Company
55802,HunTel CableVision d/b/a HunTel Communications,HunTelComm
55803,Albion Telephone Company dba ATC Communications,ATC Communications
55804,Rural Telephone,NEHALEM TELECOM
55806,"TRI-COUNTY FIBER COMMUNICATIONS, LLC","Tri-County Fiber Communications, LLC"
55808,Consolidated Telephone Company,Consolidated Telecommunications Company
55810,Highland Telephone Cooperative,Highland Telephone Cooperative
55811,Inland Cellular,Inland Cellular
55812,"CCAonline, Inc",CCAonline
55813,"The Lincoln County Telephone System, Inc.","The Lincoln County Telephone System, Inc."
55814,COQUITEL LLC,COQUITEL LLC
55817,"CyberLynk Network, LLC",CyberLynk
55818,SAA bright.net,SAA bright.net Inc.
55819,Consolidated Telephone Company,Consolidated Telecommunications Company
55820,"Horry Telephone Cooperative, Inc",Horry Telephone Cooperative Inc.
55821,The Hinton CATV Company Inc,Hinton CATV Co.
55822,West River Cooperative Telephone Company,West River Cooperative Telephone Company
55823,PenTeleData Limited Partnership I,PenTeleData Limited Partnership I
55825,Yeoman Telepone Company Inc.,Yeoman Telephone Company
55827,Rural Telephone,PEND OREILLE TELEPHONE COMPANY
55828,Darien Telephone Company Inc,Darien Telephone Co.
55830,Connected Investments,Bluewave Communications
55831,"EarthLink Carrier, LLC","EarthLink Carrier, LLC"
55832,Rural Telephone,Rural Telephone
55833,"The Farmers Mutual Telephone Company of Stanton, Iowa",Farmers Mutual Telephone Company (Stanton)
55835,"Kansas Broadband Internet, Inc.",Kansas Broadband Internet
55836,Sharon Telephone Company,Sharon Telephone Company
55837,Union City Energy Authority,UNION CITY ENERGY AUTHORITY
55841,Network Business Systems Inc.,Network Business Systems Inc.
55842,"Nittany Media, Inc.",NittanyMediaInc
55843,"Greenfly Networks, Inc",Clearfly
55845,Morris Broadband LLC,"Morris Broadband, LLC"
55846,WON Communications LLC,WON Communications LLC
55848,Gunnison Telephone Company,GUNNISON TELEPHONE COMPANY
55853,"Blackfoot Telephone Cooperative, Inc.","Blackfoot Telephone Cooperative, Inc."
55856,"IPacket Networks, LLC",Ipacket Networks LLC
55857,Citizens Mutual Telephone Cooperative,Citizens Mutual Telephone Cooperative
55858,Columbia Power and Water System,cpwsbroadband
55859,Wyoming.Com,Wyoming.com
55866,Ronan Telephone Co,AccessMontana
55867,NCC,Northwest Communications Cooperative
55868,"BLOOMINGDALE HOME TELEPHONE COMPANY,INC.","BLOOMINGDALE HOME TELEPHONE COMPANY,INC."
55869,"Konceptio Data Services, LLC",KDS Networks
55870,"ComSouth Telecommunications, Inc.","Hargray of Georgia, Inc."
55872,Tohono O'odham Utility Authority,Tohono O'odham Utility Authority
55873,"ComSouth Telenet, Inc.",Hargray Tel. Co. Inc.
55873,"ComSouth Telenet, Inc.","Hargray of Georgia, Inc."
55874,"State Telephone Company, Inc.",State Telephone Company Inc.
55875,Jade communications LLC,Jade communications LLC
55876,Viser,Viser
55877,Ronan Telephone Co,Access Montana
55878,Sky Fiber Internet,SkyFiber Internet
55879,Farmers Mutual Telephone Company,Farmers Mutual Telephone Company
